group	kind	family_count	n
all	all	11	1
all	all	12	1
all	all	13	5
all	all	14	10
all	all	15	17
all	all	16	19
all	all	17	22
all	all	18	35
all	all	19	67
all	all	20	79
all	all	21	80
all	all	22	90
all	all	23	94
all	all	24	101
all	all	25	146
all	all	26	172
all	all	27	158
all	all	28	148
all	all	29	178
all	all	30	189
all	all	31	146
all	all	32	166
all	all	33	176
all	all	34	180
all	all	35	169
all	all	36	158
all	all	37	129
all	all	38	139
all	all	39	126
all	all	40	143
all	all	41	117
all	all	42	130
all	all	43	79
all	all	44	122
all	all	45	92
all	all	46	120
all	all	47	65
all	all	48	82
all	all	49	81
all	all	50	84
all	all	51	63
all	all	52	79
all	all	53	48
all	all	54	65
all	all	55	49
all	all	56	62
all	all	57	38
all	all	58	52
all	all	59	26
all	all	60	41
all	all	61	20
all	all	62	39
all	all	63	12
all	all	64	39
all	all	65	27
all	all	66	22
all	all	67	11
all	all	68	30
all	all	69	12
all	all	70	15
all	all	71	7
all	all	72	15
all	all	73	2
all	all	74	17
all	all	75	10
all	all	76	12
all	all	77	3
all	all	78	5
all	all	79	5
all	all	80	4
all	all	81	4
all	all	82	7
all	all	83	3
all	all	84	4
all	all	85	4
all	all	86	4
all	all	87	2
all	all	88	2
all	all	89	3
all	all	90	2
all	all	91	1
all	all	92	3
all	all	94	2
all	all	95	3
all	all	96	1
all	all	101	1
all	all	103	1
all	all	106	1
all	all	110	1
all	all	112	2
all	all	113	1
all	all	121	1
all	all	124	1
morphosyntactic	class	2	4
morphosyntactic	class	3	39
morphosyntactic	class	4	279
morphosyntactic	class	5	631
morphosyntactic	class	6	889
morphosyntactic	class	7	925
morphosyntactic	class	8	804
morphosyntactic	class	9	602
morphosyntactic	class	10	355
morphosyntactic	class	11	206
morphosyntactic	class	12	127
morphosyntactic	class	13	65
morphosyntactic	class	14	38
morphosyntactic	class	15	10
morphosyntactic	class	16	12
morphosyntactic	class	17	4
morphosyntactic	class	18	5
morphosyntactic	class	19	1
morphosyntactic	class	20	2
morphosyntactic	class	21	2
phonological	class	1	2
phonological	class	2	44
phonological	class	3	437
phonological	class	4	1192
phonological	class	5	1265
phonological	class	6	915
phonological	class	7	509
phonological	class	8	345
phonological	class	9	107
phonological	class	10	110
phonological	class	11	24
phonological	class	12	42
phonological	class	13	2
phonological	class	14	3
phonological	class	18	3
indeterminate	class	1	484
indeterminate	class	2	2680
indeterminate	class	3	1233
indeterminate	class	4	548
indeterminate	class	5	31
indeterminate	class	6	24
morsyn_indet	bundle	5	9
morsyn_indet	bundle	6	14
morsyn_indet	bundle	7	52
morsyn_indet	bundle	8	107
morsyn_indet	bundle	9	167
morsyn_indet	bundle	10	260
morsyn_indet	bundle	11	314
morsyn_indet	bundle	12	425
morsyn_indet	bundle	13	434
morsyn_indet	bundle	14	467
morsyn_indet	bundle	15	373
morsyn_indet	bundle	16	428
morsyn_indet	bundle	17	340
morsyn_indet	bundle	18	305
morsyn_indet	bundle	19	233
morsyn_indet	bundle	20	227
morsyn_indet	bundle	21	168
morsyn_indet	bundle	22	168
morsyn_indet	bundle	23	104
morsyn_indet	bundle	24	102
morsyn_indet	bundle	25	60
morsyn_indet	bundle	26	71
morsyn_indet	bundle	27	40
morsyn_indet	bundle	28	39
morsyn_indet	bundle	29	15
morsyn_indet	bundle	30	17
morsyn_indet	bundle	31	17
morsyn_indet	bundle	32	10
morsyn_indet	bundle	33	8
morsyn_indet	bundle	34	8
morsyn_indet	bundle	35	6
morsyn_indet	bundle	36	5
morsyn_indet	bundle	37	1
morsyn_indet	bundle	38	2
morsyn_indet	bundle	39	1
morsyn_indet	bundle	42	2
morsyn_indet	bundle	44	1
