group	kind	family_count	n
morphosyntactic	class	1	62
morphosyntactic	class	2	780
morphosyntactic	class	3	866
morphosyntactic	class	4	1326
morphosyntactic	class	5	644
morphosyntactic	class	6	714
morphosyntactic	class	7	251
morphosyntactic	class	8	120
morphosyntactic	class	9	119
morphosyntactic	class	10	66
morphosyntactic	class	11	18
morphosyntactic	class	12	26
morphosyntactic	class	13	5
morphosyntactic	class	15	3
phonological	class	1	11
phonological	class	2	259
phonological	class	3	553
phonological	class	4	984
phonological	class	5	727
phonological	class	6	904
phonological	class	7	575
phonological	class	8	183
phonological	class	9	338
phonological	class	10	212
phonological	class	11	68
phonological	class	12	80
phonological	class	13	38
phonological	class	14	8
phonological	class	15	44
phonological	class	16	11
phonological	class	18	5
indeterminate	class	1	1244
indeterminate	class	2	2786
indeterminate	class	3	523
indeterminate	class	4	428
indeterminate	class	5	14
indeterminate	class	6	5
morsyn_indet	bundle	1	2
morsyn_indet	bundle	2	40
morsyn_indet	bundle	3	173
morsyn_indet	bundle	4	404
morsyn_indet	bundle	5	422
morsyn_indet	bundle	6	762
morsyn_indet	bundle	7	892
morsyn_indet	bundle	8	222
morsyn_indet	bundle	9	575
morsyn_indet	bundle	10	560
morsyn_indet	bundle	11	189
morsyn_indet	bundle	12	223
morsyn_indet	bundle	13	170
morsyn_indet	bundle	14	23
morsyn_indet	bundle	15	165
morsyn_indet	bundle	16	107
morsyn_indet	bundle	18	27
morsyn_indet	bundle	19	21
morsyn_indet	bundle	21	18
morsyn_indet	bundle	22	5
