group	kind	family_count	n
all	all	1	4
all	all	2	90
all	all	3	564
all	all	4	1105
all	all	5	1112
all	all	6	976
all	all	7	580
all	all	8	363
all	all	9	114
all	all	10	64
all	all	11	13
all	all	12	11
all	all	13	2
all	all	14	2
morphosyntactic	class	1	44
morphosyntactic	class	2	856
morphosyntactic	class	3	1827
morphosyntactic	class	4	1424
morphosyntactic	class	5	581
morphosyntactic	class	6	235
morphosyntactic	class	7	19
morphosyntactic	class	8	14
phonological	class	1	5000
indeterminate	class	1	1694
indeterminate	class	2	3012
indeterminate	class	3	294
morsyn_indet	bundle	1	1
morsyn_indet	bundle	2	99
morsyn_indet	bundle	3	528
morsyn_indet	bundle	4	1093
morsyn_indet	bundle	5	1201
morsyn_indet	bundle	6	974
morsyn_indet	bundle	7	534
morsyn_indet	bundle	8	332
morsyn_indet	bundle	9	121
morsyn_indet	bundle	10	79
morsyn_indet	bundle	11	10
morsyn_indet	bundle	12	20
morsyn_indet	bundle	13	4
morsyn_indet	bundle	14	4
