group	kind	family_count	n
all	all	9	4
all	all	10	5
all	all	11	13
all	all	12	20
all	all	13	43
all	all	14	32
all	all	15	71
all	all	16	101
all	all	17	136
all	all	18	170
all	all	19	210
all	all	20	200
all	all	21	202
all	all	22	237
all	all	23	258
all	all	24	250
all	all	25	248
all	all	26	252
all	all	27	226
all	all	28	235
all	all	29	220
all	all	30	214
all	all	31	174
all	all	32	163
all	all	33	163
all	all	34	146
all	all	35	131
all	all	36	100
all	all	37	110
all	all	38	86
all	all	39	78
all	all	40	87
all	all	41	53
all	all	42	65
all	all	43	42
all	all	44	37
all	all	45	32
all	all	46	27
all	all	47	22
all	all	48	32
all	all	49	17
all	all	50	15
all	all	51	10
all	all	52	13
all	all	53	6
all	all	54	8
all	all	55	6
all	all	56	1
all	all	57	2
all	all	58	6
all	all	59	4
all	all	60	1
all	all	61	2
all	all	62	4
all	all	63	1
all	all	64	2
all	all	67	2
all	all	69	1
all	all	75	2
all	all	76	1
all	all	78	1
morphosyntactic	class	2	1
morphosyntactic	class	3	39
morphosyntactic	class	4	209
morphosyntactic	class	5	455
morphosyntactic	class	6	737
morphosyntactic	class	7	880
morphosyntactic	class	8	853
morphosyntactic	class	9	629
morphosyntactic	class	10	538
morphosyntactic	class	11	257
morphosyntactic	class	12	190
morphosyntactic	class	13	83
morphosyntactic	class	14	72
morphosyntactic	class	15	19
morphosyntactic	class	16	21
morphosyntactic	class	17	5
morphosyntactic	class	18	9
morphosyntactic	class	19	2
morphosyntactic	class	20	1
phonological	class	1	38
phonological	class	2	792
phonological	class	3	1885
phonological	class	4	1449
phonological	class	5	630
phonological	class	6	183
phonological	class	7	16
phonological	class	8	7
indeterminate	class	1	39
indeterminate	class	2	784
indeterminate	class	3	1947
indeterminate	class	4	1416
indeterminate	class	5	604
indeterminate	class	6	191
indeterminate	class	7	12
indeterminate	class	8	7
morsyn_indet	bundle	6	11
morsyn_indet	bundle	7	22
morsyn_indet	bundle	8	62
morsyn_indet	bundle	9	134
morsyn_indet	bundle	10	200
morsyn_indet	bundle	11	269
morsyn_indet	bundle	12	329
morsyn_indet	bundle	13	386
morsyn_indet	bundle	14	398
morsyn_indet	bundle	15	422
morsyn_indet	bundle	16	417
morsyn_indet	bundle	17	363
morsyn_indet	bundle	18	353
morsyn_indet	bundle	19	295
morsyn_indet	bundle	20	270
morsyn_indet	bundle	21	218
morsyn_indet	bundle	22	200
morsyn_indet	bundle	23	127
morsyn_indet	bundle	24	126
morsyn_indet	bundle	25	74
morsyn_indet	bundle	26	93
morsyn_indet	bundle	27	47
morsyn_indet	bundle	28	47
morsyn_indet	bundle	29	35
morsyn_indet	bundle	30	30
morsyn_indet	bundle	31	11
morsyn_indet	bundle	32	18
morsyn_indet	bundle	33	8
morsyn_indet	bundle	34	10
morsyn_indet	bundle	35	7
morsyn_indet	bundle	36	8
morsyn_indet	bundle	37	4
morsyn_indet	bundle	38	3
morsyn_indet	bundle	40	3
