group	kind	family_count	n
all	all	4	3
all	all	5	15
all	all	6	28
all	all	7	59
all	all	8	101
all	all	9	164
all	all	10	217
all	all	11	288
all	all	12	324
all	all	13	360
all	all	14	419
all	all	15	341
all	all	16	392
all	all	17	312
all	all	18	346
all	all	19	236
all	all	20	276
all	all	21	155
all	all	22	218
all	all	23	126
all	all	24	133
all	all	25	81
all	all	26	98
all	all	27	58
all	all	28	63
all	all	29	24
all	all	30	38
all	all	31	14
all	all	32	32
all	all	33	16
all	all	34	18
all	all	35	13
all	all	36	5
all	all	37	4
all	all	38	5
all	all	40	5
all	all	41	1
all	all	42	4
all	all	43	2
all	all	44	3
all	all	45	1
all	all	47	1
all	all	65	1
morphosyntactic	class	1	11
morphosyntactic	class	2	290
morphosyntactic	class	3	872
morphosyntactic	class	4	1212
morphosyntactic	class	5	1089
morphosyntactic	class	6	970
morphosyntactic	class	7	216
morphosyntactic	class	8	261
morphosyntactic	class	9	44
morphosyntactic	class	10	25
morphosyntactic	class	12	10
phonological	class	1	1
phonological	class	2	86
phonological	class	3	586
phonological	class	4	976
phonological	class	5	1074
phonological	class	6	928
phonological	class	7	477
phonological	class	8	445
phonological	class	9	134
phonological	class	10	162
phonological	class	11	23
phonological	class	12	75
phonological	class	13	5
phonological	class	14	17
phonological	class	15	1
phonological	class	16	9
phonological	class	18	1
indeterminate	class	1	286
indeterminate	class	2	2779
indeterminate	class	3	1876
indeterminate	class	4	59
morsyn_indet	bundle	2	51
morsyn_indet	bundle	3	373
morsyn_indet	bundle	4	693
morsyn_indet	bundle	5	1076
morsyn_indet	bundle	6	989
morsyn_indet	bundle	7	749
morsyn_indet	bundle	8	585
morsyn_indet	bundle	9	230
morsyn_indet	bundle	10	176
morsyn_indet	bundle	11	26
morsyn_indet	bundle	12	41
morsyn_indet	bundle	13	6
morsyn_indet	bundle	14	3
morsyn_indet	bundle	15	1
morsyn_indet	bundle	18	1
