group	kind	family_count	n
all	all	13	1
all	all	14	1
all	all	16	2
all	all	17	7
all	all	18	13
all	all	19	18
all	all	20	36
all	all	21	40
all	all	22	48
all	all	23	64
all	all	24	94
all	all	25	90
all	all	26	113
all	all	27	135
all	all	28	152
all	all	29	167
all	all	30	195
all	all	31	176
all	all	32	197
all	all	33	178
all	all	34	216
all	all	35	205
all	all	36	193
all	all	37	184
all	all	38	197
all	all	39	188
all	all	40	175
all	all	41	143
all	all	42	194
all	all	43	173
all	all	44	135
all	all	45	113
all	all	46	136
all	all	47	102
all	all	48	86
all	all	49	100
all	all	50	98
all	all	51	70
all	all	52	72
all	all	53	61
all	all	54	51
all	all	55	43
all	all	56	39
all	all	57	27
all	all	58	34
all	all	59	29
all	all	60	36
all	all	61	21
all	all	62	21
all	all	63	11
all	all	64	16
all	all	65	13
all	all	66	15
all	all	67	13
all	all	68	2
all	all	69	7
all	all	70	10
all	all	71	5
all	all	72	6
all	all	73	3
all	all	74	4
all	all	75	1
all	all	76	2
all	all	77	2
all	all	78	4
all	all	79	1
all	all	80	1
all	all	81	7
all	all	82	1
all	all	84	3
all	all	87	1
all	all	88	1
all	all	90	1
all	all	115	1
morphosyntactic	class	2	27
morphosyntactic	class	3	244
morphosyntactic	class	4	776
morphosyntactic	class	5	1054
morphosyntactic	class	6	1068
morphosyntactic	class	7	862
morphosyntactic	class	8	460
morphosyntactic	class	9	273
morphosyntactic	class	10	143
morphosyntactic	class	11	44
morphosyntactic	class	12	33
morphosyntactic	class	13	5
morphosyntactic	class	14	4
morphosyntactic	class	15	3
morphosyntactic	class	16	1
morphosyntactic	class	17	2
morphosyntactic	class	20	1
phonological	class	1	108
phonological	class	2	1327
phonological	class	3	1276
phonological	class	4	1558
phonological	class	5	365
phonological	class	6	355
phonological	class	7	1
phonological	class	8	10
indeterminate	class	2	577
indeterminate	class	3	2888
indeterminate	class	4	1506
indeterminate	class	5	29
morsyn_indet	bundle	4	1
morsyn_indet	bundle	5	15
morsyn_indet	bundle	6	49
morsyn_indet	bundle	7	111
morsyn_indet	bundle	8	198
morsyn_indet	bundle	9	331
morsyn_indet	bundle	10	401
morsyn_indet	bundle	11	487
morsyn_indet	bundle	12	502
morsyn_indet	bundle	13	530
morsyn_indet	bundle	14	491
morsyn_indet	bundle	15	399
morsyn_indet	bundle	16	349
morsyn_indet	bundle	17	270
morsyn_indet	bundle	18	232
morsyn_indet	bundle	19	169
morsyn_indet	bundle	20	135
morsyn_indet	bundle	21	103
morsyn_indet	bundle	22	59
morsyn_indet	bundle	23	39
morsyn_indet	bundle	24	51
morsyn_indet	bundle	25	20
morsyn_indet	bundle	26	14
morsyn_indet	bundle	27	11
morsyn_indet	bundle	28	8
morsyn_indet	bundle	29	5
morsyn_indet	bundle	30	3
morsyn_indet	bundle	31	5
morsyn_indet	bundle	32	3
morsyn_indet	bundle	33	2
morsyn_indet	bundle	34	3
morsyn_indet	bundle	35	1
morsyn_indet	bundle	36	1
morsyn_indet	bundle	40	1
morsyn_indet	bundle	50	1
